"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.language","Answer.countries","Answer.primary_country","Answer.region","Answer.url","Approve","Reject"
"26R746OQ1SNQ7HOVR5W1WKCPSUT4O2","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2XDVWJ5OPB0YCQXXIRNBDEPD2WZW4K","A1RWNYJA5X25YH","Approved","Sun Feb 17 04:41:56 GMT 2013","Sun Feb 17 04:43:27 GMT 2013","Sat Mar 02 20:43:27 PST 2013","Sun Feb 17 06:12:12 PST 2013","","","91","100% (42/42)","100% (6/6)","100% (6/6)","amharic","israel|unitedstates|sweden|egypt|other","ethiopia","North central, Amhara region; Addis Ababa. Also in Djibouti, Egypt, Israel, Sweden, United States","http://www.ethnologue.com/show_language.asp?code=amh"
"26R746OQ1SNQ7HOVR5W1WKCPSUT4O2","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2ZNH8MZ9O9Z6162O6FQHNRRPNJY90R","A1JVUD5XUB9H48","Approved","Sun Feb 17 04:24:58 GMT 2013","Sun Feb 17 05:13:22 GMT 2013","Sat Mar 02 21:13:22 PST 2013","Sun Feb 17 06:12:19 PST 2013","","","2904","100% (36/36)","100% (32/32)","100% (32/32)","amharic","israel|unitedstates|sweden|egypt|other","ethiopia","North central, Amhara region; Addis Ababa. Also in Djibouti, Egypt, Israel, Sweden, United States.","http://www.ethnologue.com/show_language.asp?code=amh"
"25L3FDEY5COWHVEGJ8ZCXFLE7OD2TP","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","244F806UFBNF95EJ5KU9BSWAV9Y1FD","A2YFD3C9E5VEFM","Approved","Sun Feb 17 04:12:39 GMT 2013","Sun Feb 17 04:15:53 GMT 2013","Sat Mar 02 20:15:53 PST 2013","Sun Feb 17 06:12:15 PST 2013","","","194","100% (3/3)","100% (3/3)","100% (3/3)","arabic","tunisia|oman|israel|somalia|jordan|qatar|kuwait|yemen|egypt|tanzania","saudiarabia","Middle East, North Africa. Also in Algeria, Bahrain, Chad, Comoros, Djibouti, Egypt, Eritrea, Iraq, Israel, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, Palestinian West Bank and Gaza, Qatar, Somalia, Sudan, Syria, Tanzania, Tunisia, United Arab Emirates, Yemen.","http://www.ethnologue.com/show_language.asp?code=arb"
"25L3FDEY5COWHVEGJ8ZCXFLE7OD2TP","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2BG3W5XH0JPP9S09IJGLYP79SFNEKH","A7J4Y6FOPZ8YV","Approved","Sun Feb 17 05:25:15 GMT 2013","Sun Feb 17 06:04:40 GMT 2013","Sat Mar 02 22:04:40 PST 2013","Sun Feb 17 06:12:19 PST 2013","","","2365","100% (26/26)","100% (25/25)","100% (25/25)","arabic","tunisia|oman|anguilla|israel|uae|somalia|jordan|bahrain|qatar|kuwait|morocco|yemen|egypt|lebanon|tanzania","saudiarabia","Region  	Middle East, North Africa. Also in Algeria, Bahrain, Chad, Comoros, Djibouti, Egypt, Eritrea, Iraq, Israel, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, Palestinian West Bank and Gaza, Qatar, Somalia, Sudan, Syria, Tanzania, Tunisia, United Arab Emirates, Yemen.","http://www.ethnologue.com/show_language.asp?code=arb"
"25L3FDEY5COWHVEGJ8ZCXFLE7OD2TP","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2GP3YOCCF0CPMUVEDNEIOXYKCIJSTW","A1JVUD5XUB9H48","Approved","Sun Feb 17 04:18:54 GMT 2013","Sun Feb 17 04:31:02 GMT 2013","Sat Mar 02 20:31:02 PST 2013","Sun Feb 17 06:12:18 PST 2013","","","728","100% (36/36)","100% (32/32)","100% (32/32)","arabic","tunisia|algeria|uae|somalia|jordan|bahrain|kuwait|morocco|yemen|egypt|lebanon|other|tanzania","saudiarabia","Middle East, North Africa. Also in Algeria, Bahrain, Chad, Comoros, Djibouti, Egypt, Eritrea, Iraq, Israel, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, Palestinian West Bank and Gaza, Qatar, Somalia, Sudan, Syria, Tanzania, Tunisia, United Arab Emirates, Yemen.","http://www.ethnologue.com/show_language.asp?code=arb"
"215QY2RCJK63G5CS1WRK0IASACB5UK","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","2P3NFSVGULF3QFQLQS71LS3R6GGM8P","A3EJ5HQQ83RSMW","Approved","Sun Feb 17 04:11:48 GMT 2013","Sun Feb 17 04:13:13 GMT 2013","Sat Mar 02 20:13:13 PST 2013","Sun Feb 17 06:12:20 PST 2013","","","85","100% (383/383)","100% (9/9)","100% (9/9)","aragonese","","spain","Zaragoza, Uesca Province; Pyrenea (north border), Navarra (west border); north of Montsó (east). Western Aragonese in Ansó, Echo, Chasa, Berdún, and Chaca towns; Central Aragonese in Panticosa, Biescas, Torla, Broto, Bielsa, Yebra, and L’Ainsa; Eastern Aragonese in Benás (Benasque, Benasc, Patués), Plan, Bisagorri, Campo, Perarruga, Graus, Estadilla; Southern Aragonese in Agüero, Ayerbe, Rasal, Bolea, Lierta, Uesca, Almudébar, Nozito, Labata, Alguezra, Angüés, Pertusa, Balbastro, Nabal.","http://www.ethnologue.com/show_language.asp?code=arg"
"215QY2RCJK63G5CS1WRK0IASACB5UK","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","2V7395SW6NG1W21CISAB4F1J7LWUG5","APMEOBFFLFRLX","Approved","Sun Feb 17 04:11:33 GMT 2013","Sun Feb 17 04:21:49 GMT 2013","Sat Mar 02 20:21:49 PST 2013","Sun Feb 17 06:12:23 PST 2013","","","616","100% (19/19)","100% (17/17)","100% (17/17)","aragonese","","spain","Zaragoza, Uesca Province; Pyrenea (north border), Navarra (west border); north of Montsó (east). Western Aragonese in Ansó, Echo, Chasa, Berdún, and Chaca towns; Central Aragonese in Panticosa, Biescas, Torla, Broto, Bielsa, Yebra, and L’Ainsa; Eastern Aragonese in Benás (Benasque, Benasc, Patués), Plan, Bisagorri, Campo, Perarruga, Graus, Estadilla; Southern Aragonese in Agüero, Ayerbe, Rasal, Bolea, Lierta, Uesca, Almudébar, Nozito, Labata, Alguezra, Angüés, Pertusa, Balbastro, Nabal.","http://www.ethnologue.com/show_language.asp?code=arg"
"215QY2RCJK63G5CS1WRK0IASACB5UK","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","2WIU6L5OBVCII1VMOF9JL7GY939GZE","A1YIXF7SNTZMJ0","Approved","Sun Feb 17 03:49:26 GMT 2013","Sun Feb 17 03:55:49 GMT 2013","Sat Mar 02 19:55:49 PST 2013","Sat Feb 16 20:00:21 PST 2013","","","383","100% (21/21)","100% (21/21)","100% (21/21)","aragonese","","spain","Zaragoza, Uesca Province; Pyrenea (north border), Navarra (west border); north of Montsó (east). Western Aragonese in Ansó, Echo, Chasa, Berdún, and Chaca towns; Central Aragonese in Panticosa, Biescas, Torla, Broto, Bielsa, Yebra, and L’Ainsa; Eastern Aragonese in Benás (Benasque, Benasc, Patués), Plan, Bisagorri, Campo, Perarruga, Graus, Estadilla; Southern Aragonese in Agüero, Ayerbe, Rasal, Bolea, Lierta, Uesca, Almudébar, Nozito, Labata, Alguezra, Angüés, Pertusa, Balbastro, Nabal.","http://www.ethnologue.com/show_language.asp?code=arg"
"2CPWGKCCVLL3TK1S6M1PW4CBOJK5V9","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","21DPHIT3HVWACUGVMSAQ8176724KCM","ADC8VBKOVOCRR","Approved","Sun Feb 17 03:54:25 GMT 2013","Sun Feb 17 03:58:38 GMT 2013","Sat Mar 02 19:58:38 PST 2013","Sat Feb 16 20:00:22 PST 2013","","","253","100% (945/946)","100% (31/31)","100% (31/31)","armenian","bulgaria|iran|france|turkey|canada|georgia|israel|greece|ukraine|japan|unitedstates|kazakhstan|uzbekistan|cyprus|romania|hungary|egypt|lebanon|russianfederation|estonia|india","armenia","Widespread. Also in Azerbaijan, Bulgaria, Canada, Cyprus, Egypt, Estonia, France, Georgia, Greece, Honduras, Hungary, India, Iran, Iraq, Israel, Jordan, Kazakhstan, Kyrgyzstan, Lebanon, Palestinian West Bank and Gaza, Romania, Russian Federation (Europe), Syria, Tajikistan, Turkey (Europe), Turkmenistan, Ukraine, United States, Uzbekistan.","http://www.ethnologue.com/show_language.asp?code=hye"
"2CPWGKCCVLL3TK1S6M1PW4CBOJK5V9","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","2MKTMOFXRDS4ZMZ3IIEXPFM593WVSC","A1YIXF7SNTZMJ0","Approved","Sun Feb 17 03:50:24 GMT 2013","Sun Feb 17 03:59:45 GMT 2013","Sat Mar 02 19:59:45 PST 2013","Sat Feb 16 20:02:32 PST 2013","","","561","100% (21/21)","100% (21/21)","100% (21/21)","armenian","bulgaria|iran|france|turkey|canada|georgia|israel|greece|ukraine|unitedstates|jordan|kazakhstan|uzbekistan|cyprus|romania|hungary|egypt|lebanon|russianfederation|other|estonia|india","armenia","Widespread. Also in Azerbaijan, Bulgaria, Canada, Cyprus, Egypt, Estonia, France, Georgia, Greece, Honduras, Hungary, India, Iran, Iraq, Israel, Jordan, Kazakhstan, Kyrgyzstan, Lebanon, Palestinian West Bank and Gaza, Romania, Russian Federation (Europe), Syria, Tajikistan, Turkey (Europe), Turkmenistan, Ukraine, United States, Uzbekistan.","http://www.ethnologue.com/show_language.asp?code=hye"
"2CPWGKCCVLL3TK1S6M1PW4CBOJK5V9","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","2O4WA6X3YOCCWAAEPPOPZINMQQWOPR","A21YLMNQ9EHYS2","Approved","Sun Feb 17 04:23:56 GMT 2013","Sun Feb 17 04:47:55 GMT 2013","Sat Mar 02 20:47:55 PST 2013","Sun Feb 17 06:22:08 PST 2013","","","1439","100% (20/20)","100% (20/20)","100% (20/20)","armenian","bulgaria|iran|france|turkey|canada|georgia|israel|greece|ukraine|unitedstates|jordan|kazakhstan|uzbekistan|cyprus|hungary|egypt|lebanon|russianfederation|estonia|india","armenia","Widespread. Also in Azerbaijan, Bulgaria, Canada, Cyprus, Egypt, Estonia, France, Georgia, Greece, Honduras, Hungary, India, Iran, Iraq, Israel, Jordan, Kazakhstan, Kyrgyzstan, Lebanon, Palestinian West Bank and Gaza, Romania, Russian Federation (Europe), Syria, Tajikistan, Turkey (Europe), Turkmenistan, Ukraine, United States, Uzbekistan.","http://www.ethnologue.com/show_language.asp?code=hye"
"29BMOFXRDS4ITBCNXSOJLM13BV8TWY","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","22EEZZ2MIKMNQ46ET3U8ZWW1QWPO7J","A1JVUD5XUB9H48","Approved","Sun Feb 17 04:23:32 GMT 2013","Sun Feb 17 04:47:38 GMT 2013","Sat Mar 02 20:47:38 PST 2013","Sun Feb 17 06:22:21 PST 2013","","","1446","100% (36/36)","100% (32/32)","100% (32/32)","aromanian","albania|bulgaria|serbia|macedonia|macedoniatheformeryugoslavrepublicof|bosniaandherzegovina|romania|bosnia|other","other","North, Northwest Salonika, Pindus Mountains, Trikala area. Also in Albania, Bosnia and Herzegovina, Bulgaria, Macedonia, Romania, Serbia.","http://www.ethnologue.com/show_language.asp?code=rup"
"29BMOFXRDS4ITBCNXSOJLM13BV8TWY","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","29NXX2Q45UUK7YW57NN1TS8SOTYAST","A1YIXF7SNTZMJ0","Approved","Sun Feb 17 04:05:32 GMT 2013","Sun Feb 17 04:07:26 GMT 2013","Sat Mar 02 20:07:26 PST 2013","Sun Feb 17 06:22:09 PST 2013","","","114","100% (21/21)","100% (21/21)","100% (21/21)","aromanian","albania|bulgaria|serbia|macedonia|greece|bosniaandherzegovina|romania|bosnia","greece","North, Northwest Salonika, Pindus Mountains, Trikala area. Also in Albania, Bosnia and Herzegovina, Bulgaria, Macedonia, Romania, Serbia.","http://www.ethnologue.com/show_language.asp?code=rup"
"29BMOFXRDS4ITBCNXSOJLM13BV8TWY","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","2GCW4ZMAZHHR8VDFKTEN1RH5SAMJAN","AG5XG9L6GOU2G","Approved","Sun Feb 17 04:24:22 GMT 2013","Sun Feb 17 05:08:06 GMT 2013","Sat Mar 02 21:08:06 PST 2013","Sun Feb 17 06:22:13 PST 2013","","","2624","100% (6/6)","100% (6/6)","100% (6/6)","aromanian","albania|bulgaria|serbia|macedoniatheformeryugoslavrepublicof|bosniaandherzegovina|romania|bosnia|other","greece","North, Northwest Salonika, Pindus Mountains, Trikala area. Also in Albania, Bosnia and Herzegovina, Bulgaria, Macedonia, Romania, Serbia.","http://www.ethnologue.com/show_language.asp?code=rup"
"2MPDZKPFE4EGURBBMAC8O9N1XZ7G6B","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:55 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:55 GMT 2013","","","209M8JIA0RYN0J0C3PD0BBMN1ND50U","A13CO3B2BRXQLZ","Approved","Sun Feb 17 03:53:13 GMT 2013","Sun Feb 17 03:54:28 GMT 2013","Sat Mar 02 19:54:28 PST 2013","Sat Feb 16 20:00:20 PST 2013","","","75","100% (22/22)","100% (22/22)","100% (22/22)","asturian","portugal","spain","Asturias Princedom, west Cantabria and Leon, north Castilla-Leon. Montañes in Cantabria and Las Peñamelleras, a Spanish dialect with Asturian influence. Also in Portugal.","http://www.ethnologue.com/show_language.asp?code=ast"
